"","sample_barcode","collection_label","project","site_code","site_name","collection_date","accessioned","sample_type","habitat","host","trophic","site_type","metadata","lat","long","empo_1","empo_2","empo_3","PI","Processing","common_name","family","genus","species","taxonomy_info","photo","photo.notes"
"1274",1426,"T3_80_0.2um_A","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1275",1427,"T3_whole_A","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1276",1428,"T3_inhibited_C","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1277",1429,"149","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1278",1430,"161","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1279",1431,"185","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1280",1432,"197","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1281",1433,"231","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1282",1434,"T3_30_0.2um_A","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1283",1435,"T3_30_02.um_C","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1284",1436,"138","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1285",1437,"150","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1286",1438,"174","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1287",1439,"186","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1288",1440,"220","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1289",1441,"232","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1290",1442,"T3_60_100kDa_A","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1291",1443,"T3_60_0.2um_B","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1292",1444,"139","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1293",1445,"151","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1294",1446,"175","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1295",1447,"187","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1296",1448,"221","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1297",1449,"233","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1298",1450,"T3_whole_TSB_A","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1299",1451,"T3_80_100kDa_A","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1300",1452,"140","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1301",1453,"152","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1302",1454,"176","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1303",1455,"188","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1304",1456,"222","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1305",1457,"234","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1306",1458,"T3_60_100kDa_C","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1307",1459,"T3_whole_TSB_C","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1308",1460,"141","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1309",1461,"153","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1310",1462,"177","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1311",1463,"189","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1312",1464,"223","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1313",1465,"235","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1314",1466,"T3_whole_TSB_B","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1315",1467,"T3_80_0.2um_C","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1316",1468,"142","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1317",1469,"154","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1318",1470,"178","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1319",1471,"190","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1320",1472,"224","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1321",1473,"236","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1322",1474,"T3_80_100kDa_B","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1323",1475,"T3_whole_C","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1324",1476,"143","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1325",1477,"155","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1326",1478,"179","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1327",1479,"191","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1328",1480,"225","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1329",1481,"237","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1330",1482,"T3_80_100kDa_C","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1331",1483,"T3_60_0.2um_C","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1332",1484,"144","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1333",1485,"156","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1334",1486,"180","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1335",1487,"192","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1336",1488,"226","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1337",1489,"238","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1338",1490,"T3_whole_B","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1339",1491,"T3_60_0.2um_A","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1340",1492,"145","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1341",1493,"157","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1342",1494,"181","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1343",1495,"193","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1344",1496,"227","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1345",1497,"filterBlank2","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1346",1498,"T3_60_100kDa_B","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1347",1499,"T3_30_0.2um_B","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1348",1500,"146","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1349",1501,"158","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1350",1502,"182","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1351",1503,"194","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1352",1504,"228","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1353",1506,"T3_30_100kDa_A","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1354",1507,"T3_inhibited_A","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1355",1508,"147","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1356",1509,"159","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1357",1510,"183","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1358",1511,"195","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1359",1512,"229","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1360",1514,"239","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1361",1515,"17","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1362",1516,"29","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1363",1517,"41","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1364",1518,"53","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1365",1519,"65","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1366",1520,"77","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1367",1521,"89","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1368",1522,"240","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1369",1523,"18","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1370",1524,"30","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1371",1525,"42","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1372",1526,"54","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1373",1527,"66","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1374",1528,"78","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1375",1529,"90","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1376",1530,"241","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1377",1531,"19","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1378",1532,"31","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1379",1533,"43","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1380",1534,"55","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1381",1535,"67","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1382",1536,"79","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
